source	pIssn	eIssn	linkIssn	title	publisher	correctPublisher	urls	uniqueId	medlineTA	majMeshList	author	language	country
NLM	0425-1423		0425-1423	Enzymologia biologica et clinica.	Karger	Karger		1262560	Enzymol Biol Clin (Basel)	Enzymes		eng	Switzerland
NLM	0079-6824		0079-6824	Progress in surgery.	Karger	Karger		7701488	Prog Surg	General Surgery		eng	Switzerland
NLM	0070-2072		0070-2072	Aktuelle Probleme der Phoniatrie und Logopädie. Current problems in phoniatrics and logopedics. Problèmes actuels de phoniatrie et de logopédie.	Karger	Karger		7611910	Aktuel Probl Phoniatr Logop	Speech Disorders	Folia phoniatrica. Supplement	eng	Switzerland
NLM	0067-7949		0067-7949	Bibliotheca gastroenterologica.	Karger	Karger		7511109	Bibl Gastroenterol	Gastroenterology	Gastroenterologia. Supplement	eng	Switzerland
NLM	0067-8058		0067-8058	Bibliotheca microbiologica.	Karger	Karger		0401637	Bibl Microbiol	Microbiology	Pathologia et microbiologia. Supplement	eng	Switzerland
NLM	0067-8198		0067-8198	Bibliotheca nutritio et dieta.	Karger	Karger		0413657	Bibl Nutr Dieta	Diet|Nutritional Physiological Phenomena		ger	Switzerland
NLM	0366-7170		0366-7170	Chemotherapia.	Karger	Karger		0144510	Chemotherapia (Basel)	Drug Therapy|Pharmacology	International Society of Chemotherapy	eng	Switzerland
NLM				Fortschritte der psychosomatischen Medizin. Advances in psychosomatic medicine.	S. Karger	Karger		0143116	Fortschr Psychosom Med	Psychosomatic Medicine		eng	Switzerland
NLM	0031-2959		0031-2959	Pathologia et microbiologia.	Karger	Karger		0401122	Pathol Microbiol (Basel)	Microbiology|Pathology	Freie Vereinigung Schweizer Pathologen	ger	Switzerland
NLM	0079-6263	1662-3916	0079-6263	Progress in experimental tumor research.	Karger	Karger	http://www.karger.com/pretr	0376446	Prog Exp Tumor Res	Neoplasms		eng	Switzerland
NLM	0082-4925		0082-4925	Topical problems of psychotherapy.	Karger	Karger		7511370	Top Probl Psychother	Psychotherapy	Acta psychotherapeutica, psychosomatica et orthopaedagogica. Supplement	eng	Switzerland
NLM	0067-8155		0067-8155	Bibliotheca radiologica.	Karger	Karger		0372515	Bibl Radiol	Radiology		eng	Switzerland
NLM	0523-6525		0523-6525	Biologia neonatorum. Neo-natal studies.	Karger	Karger		0067712	Biol Neonat	Embryology|Fetal Diseases|Infant, Newborn, Diseases	International Children's Centre	eng	Switzerland
NLM	0010-8650		0010-8650	Cor et vasa.	Avicenum  Basel, distributed by Karger-Libri AG	Karger		0372614	Cor Vasa	Cardiology		eng	Czech Republic
NLM	0016-8998		0016-8998	Gerontologia clinica.	Karger	Karger		7601653	Gerontol Clin (Basel)	Geriatrics	British Geriatrics Society	eng	Switzerland
NLM	0258-2589		0258-2589	Medicina experimentalis. International journal of experimental medicine.	Karger	Karger		1246320	Med Exp Int J Exp Med	Research		eng	Switzerland
NLM	0550-4031		0550-4031	Nutritio et dieta; European review of nutrition and dietetics.	S. Karger	Karger		0250415	Nutr Dieta Eur Rev Nutr Diet	Diet|Nutritional Physiological Phenomena		eng	Switzerland
NLM	0084-2230	1662-3975	0084-2230	World review of nutrition and dietetics.	Karger	Karger	http://www.karger.com/wrund	0117263	World Rev Nutr Diet	Dietetics|Nutritional Physiological Phenomena		eng	Switzerland
NLM	0010-5686		0010-5686	Confinia psychiatrica. Borderland of psychiatry. Grenzgebiete der Psychiatrie. Les Confins de la psychiatrie.	Karger	Karger		0207314	Confin Psychiatr	Mental Disorders|Psychiatry|Psychology, Clinical		eng	Switzerland
NLM	0079-645X		0079-645X	Progress in medical virology. Fortschritte der medizinischen Virusforschung. Progrès en virologie médicale.	Karger	Karger		0376451	Prog Med Virol	Virology		eng	Switzerland
NLM				Vita humana. Internationale Zeitschrift für Lebensaltersforschung. International journal of human development. Journal international de développement humain.	S. Karger	Karger		0166302	Vita Hum Int Z Lebensalterforsch	Aging|Child Development|Personality Development|Psychology		eng	Switzerland
NLM	0001-5547	1938-2650	0001-5547	Acta cytologica.	Karger	Karger	http://www.acta-cytol.com/	0370307	Acta Cytol	Cell Biology|Gynecology	International Academy of Gynecological Cytology	eng	Switzerland
NLM	0016-898X		0016-898X	Gerontologia.	Karger	Karger		7601654	Gerontologia	Geriatrics		eng	Switzerland
NLM	0031-8388	1423-0321	0031-8388	Phonetica.	Karger	Karger	http://www.karger.com/pho	0376424	Phonetica	Phonetics		eng	Switzerland
NLM	0067-7957		0067-7957	Bibliotheca haematologica.	Karger	Karger		0372513	Bibl Haematol	Hematology		eng	Switzerland
NLM	0042-1138	1423-0399	0042-1138	Urologia internationalis.	Karger	Karger	http://www.karger.com/uin	0417373	Urol Int	Urology		eng	Switzerland
NLM	0376-0227			Antibiotica et chemotherapia. Fortschritte. Advances. Progrès.	Karger	Karger		1304167	Antibiot Chemother	Anti-Bacterial Agents|Drug Therapy		eng	Switzerland
NLM	0517-8606		0517-8606	Annales Nestlé [English ed.].	Karger	Karger	http://www.karger.com/ane	15010200R	Ann Nestle Eng	Pediatrics	Nestlé Company	eng	Switzerland
NLM	0020-5915		0020-5915	International archives of allergy and applied immunology.	Karger	Karger		0404561	Int Arch Allergy Appl Immunol	Allergy and Immunology|Hypersensitivity	Collegium Internationale Allergologicum	eng	Switzerland
NLM	0079-6034		0079-6034	Progress in allergy.	Karger	Karger		0376440	Prog Allergy	Hypersensitivity		eng	Switzerland
NLM	0567-7440		0567-7440	Acta genetica et statistica medica.	Karger	Karger		0200600	Acta Genet Stat Med	Genetics|Statistics as Topic		eng	Switzerland
NLM	0001-5792	1421-9662	0001-5792	Acta haematologica.	Karger	Karger	http://www.karger.com/aha	0141053	Acta Haematol	Hematology	European Society of Haematology	eng	Switzerland
NLM	0366-256X		0366-256X	Bibliotheca psychiatrica et neurologica.	Karger	Karger		0256714	Bibl Psychiatr Neurol	Neurology|Psychiatry	Monatsschrift für Psychiatrie und Neurologie. Supplement	eng	Switzerland
NLM	0300-1121		0300-1121	Bibliotheca tuberculosea.	Karger	Karger		0347361	Bibl Tuberc	Tuberculosis		eng	Switzerland
NLM	0369-7606		0369-7606	Oncologia.	Karger	Karger		0134456	Oncologia	Neoplasms	Schweizerische Nationalliga für Krebsbekämpfung und Krebsforschung	eng	Switzerland
NLM	0367-5513		0367-5513	Gynaecologia. International monthly review of obstetrics and gynecology. Revue internationale mensuelle d'obstétrique et de gynécologie. Monatsschrift für Geburtshilfe und Gynäkologie.	Karger	Karger		0245617	Gynaecologia	Gynecology|Obstetrics	Schweizerische Gesellschaft für Geburtshilfe und Gynäkologie	eng	Switzerland
NLM	0001-5180		0001-5180	Acta anatomica.	Karger	Karger		0370272	Acta Anat (Basel)	Anatomy|Cell Biology|Embryology|Histology		eng	Switzerland
NLM	0301-357X		0301-357X	Bibliotheca paediatrica.	Karger	Karger		1264603	Bibl Paediatr	Pediatrics	Annales paediatrici. Supplement	eng	Switzerland
NLM	0365-0332		0365-0332	Acta anatomica. Supplementum.	Karger	Karger		0370273	Acta Anat Suppl (Basel)	Anatomy		eng	Switzerland
NLM	0067-7906		0067-7906	Bibliotheca cardiologica.	Karger	Karger		0372511	Bibl Cardiol	Electrocardiography		eng	Switzerland
NLM	0067-8090		0067-8090	Bibliotheca ophthalmologica : supplementa ad ophthalmologica.	Karger	Karger		0400647	Bibl Ophthalmol	Ophthalmology		eng	Switzerland
NLM	0011-9075		0011-9075	Dermatologica.	Karger	Karger		0211607	Dermatologica	Dermatology	Nederlandse Vereniging van Dermatologen	eng	Switzerland
NLM	0010-5678		0010-5678	Confinia neurologica.	Karger	Karger		7600680	Confin Neurol	Neurology		eng	Switzerland
NLM	0032-6305		0032-6305	Practica oto-rhino-laryngologica.	Karger	Karger		0340156	Pract Otorhinolaryngol (Basel)	Otolaryngology	Gesellschaft Schweizerischer Hals-, Nasen- und Ohrenärzte	eng	Switzerland
NLM				Cardiologia.	Karger	Karger		1265351	Cardiologia	Cardiology	Nederlandse Vereniging voor Cardiologie	eng	Switzerland
NLM	1421-573X		1421-573X	Monatsschrift für Geburtshülfe und Gynäkologie.	S. Karger	Karger		18750380R	Monatsschr Geburtshilfe Gynakol	Obstetrics		ger	Switzerland
NLM				Rumanian medical review.	Centrul De Documentare Medicala	Centrul De Documentare Medicala		9421500	Rum Med Rev	Medicine	Centrul de Documentare Medicală (Bucharest, Romania)	eng	Romania
NLM	0302-900X		0302-900X	Buletin i Universitetit Shtetëror të Tiranës. Seria Shkencat mjekësore.	Tiranë	Tiranë		7505300	Bul Univ Shtet Tiranes Ser Shk Mjekesore	General Surgery|Medicine	Universiteti Shtetëror i Tiranës	alb	Albania
NLM	0771-5684		0771-5684	Acta Belgica. Medica physica : organe officiel de la Société royale belge de médecine physique et de réhabilitation.	Acta Medica Belgica	Acta Medica Belgica		8307581	Acta Belg Med Phys	Physical Therapy Modalities|Physical and Rehabilitation Medicine|Rehabilitation	Société royale belge de médecine physique et de rehabilitation	dut	Belgium
NLM	0250-4642		0250-4642	Acta rhumatologica.	Acta Medica Belgica	Acta Medica Belgica		7908064	Acta Rhumatol	Rheumatic Diseases	Société royale belge de rhumatologie	dut	Belgium
NLM	0250-4766		0250-4766	Journal belge de médecine physique et de réhabilitation. = Belgisch tijdschrift voor fysische geneeskunde en rehabilitatie.	Acta Medica Belgica	Acta Medica Belgica		7903309	J Belge Med Phys Rehabil	Physical Therapy Modalities|Rehabilitation	Société royale belge de médecine physique et de rehabilitation	dut	Belgium
NLM	0378-9497		0378-9497	Acta rhumatologica Belgica.	Acta Medica Belgica	Acta Medica Belgica		7903226	Acta Rhumatol Belg	Rheumatic Diseases	Société royale belge de rhumatologie	dut	Belgium
NLM	0378-9500		0378-9500	Journal belge de médecine physique = Belgisch tijdschrift voor fysische geneeskunde.	Acta Medica Belgica	Acta Medica Belgica		7903136	J Belge Med Phys	Physical Therapy Modalities	Société royale belge de médecine physique et de rehabilitation	dut	Belgium
NLM	0301-8636		0301-8636	Archives belges de dermatologie.	Acta Medica Belgica	Acta Medica Belgica		0412667	Arch Belg Dermatol	Dermatology|Syphilis	Société belge de dermatologie et de syphiligraphie	eng	Belgium
NLM	0001-7000		0001-7000	Acta stomatologica Belgica.	Acta Medica Belgica	Acta Medica Belgica		0421026	Acta Stomatol Belg	Mouth Diseases	Société belge d'orthopédie dento-faciale	fre	Belgium
NLM	0001-7078		0001-7078	Acta tuberculosea et pneumologica Belgica.	Acta Medica Belgica	Acta Medica Belgica		0370376	Acta Tuberc Pneumol Belg	Respiratory Tract Diseases|Tuberculosis	Oeuvre nationale belge de défense contre la tuberculose	mul	Belgium
NLM	0001-5164		0001-5164	Acta anaesthesiologica Belgica.	Acta Medica Belgica	Acta Medica Belgica		0421022	Acta Anaesthesiol Belg	Anesthesiology	Société belge de chirurgie. Section d'anesthésiologie	fre	Belgium
NLM	0373-7934		0373-7934	Acta cardiologica. Supplementum.	Acta Medica Belgica	Acta Medica Belgica		0376316	Acta Cardiol Suppl	Cardiology		fre	Belgium
NLM	0001-5458		0001-5458	Acta chirurgica Belgica.	Acta Medica Belgica	Acta Medica Belgica		0370571	Acta Chir Belg	General Surgery	Société belge de chirurgie	fre	Belgium
NLM	0001-5644		0001-5644	Acta gastro-enterologica Belgica.	Acta Medica Belgica	Acta Medica Belgica	http://www.acta-gastroenterologica.be/	0414075	Acta Gastroenterol Belg	Gastroenterology	Société royale belge de gastro-entérologie	eng	Belgium
NLM	0029-0629		0029-0629	Nihon Funin Gakkai zasshi.	Nihon Funin Gakkai	Nihon Funin Gakkai		7505712	Nihon Funin Gakkai Zasshi	Fertility|Infertility	Nihon Funin Gakkai	jpn	Japan
NLM	1426-9686		1426-9686	Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego.	MEDPRESS	MEDPRESS		9705469	Pol Merkur Lekarski		Polskie Towarzystwo Lekarskie	pol	Poland
NLM	0363-521X		0363-521X	In vitro. Monograph.	Tissue Culture Association	Tissue Culture Association		7607749	In Vitro Monogr	Culture Techniques	Tissue Culture Association	eng	United States
NLM	0039-0097		0039-0097	State government.	American Legislators' Association	American Legislators' Association		9877795	State Gov		American Legislators' Association	eng	United States
NLM	0891-8538		0891-8538	Hospital record study : a joint study by CPHA and IMS America Ltd.	Ims America	Ims America		8508098	Hosp Rec Study	Hospital Records|Hospitals, General|Records as Topic	IMS America Ltd	eng	United States
NLM	0371-9367		0371-9367	Trudy Leningradskogo sanitarno-gigienicheskogo meditsinskogo instituta.	SGMI	SGMI		7507643	Tr Leningr Sanitarnogig Med Inst	Medicine|Public Health	Leningradskiĭ nauchno-issledovatel'skiĭ detskiĭ ortopedicheskiĭ institut	rus	Russia (Federation)
NLM	0265-539X		0265-539X	Community dental health.	Stephen Hancocks	Stephen Hancocks	http://www.shancocksltd.co.uk/view.php?journal_id=64	8411261	Community Dent Health	Community Dentistry|Public Health Dentistry	British Association for the Study of Community Dentistry	eng	England
NLM	0301-0457		0301-0457	Behring Institute Mitteilungen.	Behringwerke Ag	Behringwerke Ag		0367532	Behring Inst Mitt	Allergy and Immunology|Drug Therapy|Immunization, Passive|Virology	Behringwerke AG	eng	Germany
NLM	0098-7115		0098-7115	Journal - Southern California State Dental Association.	Southern California State Dental Association	Southern California State Dental Association		7503047	J South Calif State Dent Assoc	Dentistry|Dentists	Southern California State Dental Association	eng	United States
NLM	1814-2435	1814-2443	1814-2435	Pharmeuropa scientific notes.	Council of Europe	Council of Europe		101262672	Pharmeur Sci Notes	Pharmaceutical Preparations	Council of Europe	eng	France
NLM	0002-7324		0002-7324	American archives of rehabilitation therapy.	American Association For Rehabilitation Therapy	American Association For Rehabilitation Therapy		0370464	Am Arch Rehabil Ther	Rehabilitation	American Association of Rehabilitation Therapists	eng	United States
NLM	1542-3050		1542-3050	The journal of pastoral care & counseling : JPCC.	Journal of Pastoral Care Publications	Journal of Pastoral Care		101144384	J Pastoral Care Counsel	Pastoral Care		eng	United States
NLM	0022-3409		0022-3409	Journal of pastoral care.	Journal of Pastoral Care Publications	Journal of Pastoral Care		17930120R	J Pastoral Care		Council for Clinical Training, Inc	eng	United States
NLM	1042-3931	1557-2501	1042-3931	The Journal of invasive cardiology.	HMP Communications	HMP Communications	http://www.invasivecardiology.com/	8917477	J Invasive Cardiol			eng	United States
NLM	0300-8924		0300-8924	Acta vitaminologica et enzymologica.	Officine Grafiche Garzanti	officine Grafiche Garzanti		0135063	Acta Vitaminol Enzymol	Enzymes|Vitamins		eng	Italy
NLM	1075-2730	1557-9700	1075-2730	Psychiatric services : a journal of the American Psychiatric Association.	American Psychiatric Association	American Psychiatric Association	http://ps.psychiatryonline.org/journal.aspx?journalid=18	9502838	Psychiatr Serv	Community Psychiatry|Mental Disorders|Mental Health Services	American Psychiatric Association	eng	United States
NLM	0022-1597		0022-1597	Hospital & community psychiatry.	American Psychiatric Assn	American Psychiatric Association		0040250	Hosp Community Psychiatry	Hospitals, Psychiatric|Social Work, Psychiatric	American Psychiatric Association	eng	United States
NLM	0033-2704	1559-1255	0033-2704	Psychiatric news.	American Psychiatric Association	American Psychiatric Association	http://psychnews.psychiatryonline.org/issue.aspx?journalid=61	0226533	Psychiatr News	Psychiatry	American Psychiatric Association	eng	United States
NLM	0555-5434		0555-5434	Psychiatric research reports.	American Psychiatric Assn	American Psychiatric Association		7706096	Psychiatr Res Rep Am Psychiatr Assoc	Psychiatry|Research	American Psychiatric Association	eng	United States
NLM				Mental hospitals.	American Psychiatric Association	American Psychiatric Association		14840420R	Ment Hosp		American Psychiatric Association	eng	United States
NLM	0002-953X	1535-7228	0002-953X	The American journal of psychiatry.	American Psychiatric Association	American Psychiatric Association	http://ajp.psychiatryonline.org/journal.aspx?journalid=13	0370512	Am J Psychiatry	Psychiatry	American Psychiatric Association	eng	United States
NLM	0890-6068		0890-6068	Journal of patient account management.	American Guild of Patient Account Management	American Guild of Patient Account Management		9878499	J Patient Acc Manage		American Guild of Patient Account Management	eng	United States
NLM				Florida optometrist.	Miami Beach	Miami Beach		16930440R	Fla Optom	Optometry	Florida Optometric Association	eng	United States
NLM	0002-2284		0002-2284	Building systems design.	B.S.D., inc.]	BSD inc		9877812	Build Syst Des			eng	United States
NLM	0098-843X		0098-843X	Journal - Southern California Dental Association.	Southern California Dental Association	Southern California Dental Association		7503046	J South Calif Dent Assoc	Dentistry|Dentists	Southern California Dental Association	eng	United States
NLM	0099-9695		0099-9695	Journal of the Mount Sinai Hospital, New York.	Published For The Mount Sinai Hositpal By Its Committee On Medical Education And Publications	Published For The Mount Sinai Hositpal By Its Committee On Medical Education And		0242260	J Mt Sinai Hosp N Y	Medicine	Mount Sinai Hospital (New York, N.Y.)	eng	United States
NLM				Bulletin.	[Hamilton, Ill., etc.]	Hamilton Ill etc		14820210R	Bull Am Soc Hosp Pharm	Pharmacy	American Society of Hospital Pharmacists	eng	United States
NLM		2159-0354		Medicare & medicaid research review	Centers for Medicare & Medicaid Services' Office of Research, Development & Information	Centers for Medicare and Medicaid Services' office of Research Development and Information	http://www.cms.gov/MMRR/	101548901	Medicare Medicaid Res Rev		Centers for Medicare & Medicaid Services (U.S.). Office of Research, Development, and Information	eng	United States
NLM	1817-6119	1817-6127	1817-6119	Health systems in transition.	World Health Organization, on behalf of the European Observatory on Health Systems and Policies	World Health Organization on behalf of the European Observatory on Health Systems and Policies	http://www.euro.who.int/en/who-we-are/partners/observatory/health-systems-in-transition-hit-series	101492637	Health Syst Transit	Delivery of Health Care	European Observatory on Health Systems and Policies	eng	Denmark
